1,2,3,4,5,6,7,8,9
0.42092416,0.46552995,0.48721132,0.47083732,0.47726095,0.46900573,0.47152266,0.46697852,0.47132736
0.07386103,0.07014125,0.0714648,0.06874063,0.069315456,0.06760425,0.06850619,0.06744889,0.06840973
0.09532353,0.080422536,0.07710636,0.07367439,0.07409708,0.07151855,0.07140034,0.07050079,0.07131504
0.27108788,0.24883026,0.22597346,0.25369945,0.24516433,0.26067218,0.25508872,0.26355317,0.2554196
0.06330084,0.06561734,0.06827296,0.065812506,0.06639322,0.065070905,0.06637656,0.06535563,0.06638209
0.07550303,0.06945883,0.06997083,0.067235865,0.067768954,0.066128254,0.06710613,0.066162914,0.06714552
0.4245884,0.48056185,0.48823652,0.4780479,0.47532547,0.4848652,0.46133676,0.46672544,0.48168305
0.07450424,0.072406165,0.07161523,0.06979358,0.06903418,0.069890164,0.06702625,0.06741243,0.06991278
0.09615353,0.08301952,0.077268556,0.074802846,0.07379651,0.07393682,0.069857866,0.070462644,0.07288189
0.264772,0.22457506,0.2243468,0.2422684,0.24822652,0.23567308,0.27117968,0.26394987,0.23906086
0.063849814,0.06773466,0.068416394,0.066820614,0.0661233,0.067271,0.064942576,0.06532038,0.06784042
0.07613176,0.07170321,0.07011651,0.06826576,0.06749416,0.068364404,0.065657385,0.06612909,0.068620905
0.41792685,0.46190026,0.47953442,0.46688637,0.4684053,0.46928012,0.47521278,0.45688146,0.4646726
0.07333508,0.06959439,0.07033876,0.06816394,0.0680291,0.067643814,0.0690423,0.065990515,0.067443825
0.094644785,0.07979565,0.075891554,0.073056355,0.07272213,0.07156051,0.07195913,0.0689764,0.07030816
0.27629295,0.25468928,0.23817046,0.25996053,0.25917038,0.26023743,0.24925914,0.27947888,0.26593286
0.06284568,0.06510439,0.067197636,0.06526041,0.065161385,0.065109424,0.06689598,0.06394142,0.06544488
0.07495469,0.06891595,0.068866946,0.06667227,0.066512525,0.066168316,0.067631505,0.06473187,0.06619729
0.43084025,0.46108368,0.4805146,0.46594077,0.48847204,0.47994855,0.4671641,0.47184235,0.45886335
0.07560106,0.06947143,0.07048249,0.068025775,0.07094369,0.069181554,0.06787304,0.06815147,0.06660066
0.0975693,0.07965461,0.07604657,0.07290833,0.07583768,0.07318711,0.070740364,0.07123507,0.06942905
0.25387856,0.2560018,0.23661396,0.26146147,0.2274337,0.24342091,0.26197258,0.2558817,0.2751112
0.06479872,0.064991005,0.06733454,0.06512807,0.067951135,0.06658943,0.065763064,0.066036,0.06462669
0.07731224,0.06879742,0.06900832,0.066535585,0.06936144,0.067672335,0.06648573,0.06685329,0.065369114
0.42444083,0.48416018,0.48509258,0.4822971,0.4851453,0.46450275,0.4594528,0.46695474,0.46386355
0.074478164,0.07294834,0.0711541,0.070413925,0.07046041,0.06695512,0.06675266,0.067445554,0.067326345
0.096119955,0.08364103,0.07677123,0.07546769,0.075320974,0.07083192,0.069572695,0.07049731,0.07018563
0.26497874,0.21876772,0.2293395,0.23553497,0.23269299,0.26776886,0.27415615,0.2635912,0.26721233
0.06383126,0.06824042,0.06797583,0.06741442,0.06748997,0.06444535,0.064677365,0.065351784,0.06533072
0.07615168,0.072241955,0.06966661,0.06887148,0.068890914,0.06549536,0.065389246,0.066159636,0.06608202
0.42155367,0.46949023,0.49791023,0.48338246,0.48237965,0.46095783,0.48282087,0.47152916,0.4799336
0.07397158,0.07073798,0.07303407,0.07057234,0.07005881,0.06644401,0.07014765,0.06810609,0.069658786
0.09546629,0.08110675,0.07879958,0.07563756,0.07489172,0.070291094,0.07311108,0.07118774,0.072617106
0.26997265,0.24243908,0.20897812,0.23381382,0.23706669,0.2733586,0.23723982,0.25637603,0.24182573
0.06339672,0.06617237,0.06977241,0.0675657,0.06710484,0.063954,0.0679668,0.06599212,0.06759388
0.0756395,0.07005392,0.071505636,0.06902742,0.068499036,0.0649947,0.06871425,0.06680893,0.06837092
0.42505863,0.45225108,0.47828034,0.46788773,0.47375563,0.46845436,0.46961007,0.46281877,0.46465933
0.07458658,0.06814071,0.07015492,0.06831018,0.06880637,0.06752468,0.06822836,0.0668481,0.06744184
0.096260026,0.078128785,0.07569312,0.07321311,0.07355287,0.071434416,0.07111064,0.06987277,0.07030598
0.26392782,0.27025938,0.24016255,0.25837314,0.25070873,0.26154226,0.25810954,0.2701147,0.26595584
0.06390816,0.06374417,0.06702112,0.065400004,0.065905556,0.064994425,0.06610725,0.0647731,0.06544256
0.076258264,0.06747546,0.0686878,0.0668154,0.067270935,0.06604986,0.06683424,0.06557252,0.066194855
0.43075913,0.4620665,0.48057437,0.46583715,0.46874362,0.46486238,0.48070312,0.46624303,0.47465268
0.07558688,0.0696194,0.070491366,0.068010725,0.06807851,0.06700682,0.06984017,0.06734274,0.068892285
0.09755101,0.079824254,0.07605603,0.07289207,0.07277478,0.07088662,0.07279061,0.070389785,0.071818136
0.2540573,0.2544192,0.23651816,0.26162592,0.25863627,0.267202,0.24058382,0.26471323,0.25016832
0.06476437,0.06512678,0.067343034,0.06511319,0.065207675,0.06449594,0.06766883,0.06525251,0.06684985
0.07728178,0.06894372,0.06901739,0.066520825,0.06655875,0.06554678,0.06841335,0.066058576,0.06761874
