,node_id,score,call_rate
0,0,0.01592191,0.0
1,1,0.014787632,0.0
2,2,0.014152021,0.0
3,3,0.013379901,0.0
4,4,0.011884523,0.0
5,5,0.009736318,0.0
6,6,0.008386982,0.0
7,7,0.0067881686,0.0
8,8,0.00491859,0.0
9,9,0.0042743934,0.0
10,10,0.040112156,1.0
11,11,0.037594076,1.0
12,12,0.039284665,1.0
13,13,0.041686706,1.0
14,14,0.043877482,1.0
15,15,0.036602043,1.0
16,16,0.04265277,1.0
17,17,0.038994562,1.0
18,18,0.044483952,1.0
19,19,0.04196315,1.0
