Epoch,Train_Acc,Train_Prec,Train_F1,Test_Acc,Test_Prec,Test_F1
1,0.690125,0.0,0.0,0.673,0.0,0.0
2,0.690125,0.0,0.0,0.673,0.0,0.0
3,0.690125,0.0,0.0,0.673,0.0,0.0
4,0.690125,0.0,0.0,0.673,0.0,0.0
5,0.690125,0.0,0.0,0.673,0.0,0.0
6,0.690125,0.0,0.0,0.673,0.0,0.0
7,0.690125,0.0,0.0,0.673,0.0,0.0
8,0.690125,0.0,0.0,0.673,0.0,0.0
9,0.690125,0.0,0.0,0.673,0.0,0.0
10,0.690125,0.0,0.0,0.673,0.0,0.0
