1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,"tensor([0.4720, 0.0692, 0.0747, 0.2502, 0.0661, 0.0678])",,,,,,,,,,,,,,,,
,,"tensor([0.4847, 0.0711, 0.0767, 0.2300, 0.0679, 0.0696])",,,,,,,,,,,,,,,,
,,"tensor([0.4787, 0.0702, 0.0758, 0.2395, 0.0671, 0.0687])",,,,,,,,,,,,,,,,
,,"tensor([0.4777, 0.0701, 0.0756, 0.2411, 0.0669, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4701, 0.0690, 0.0744, 0.2531, 0.0659, 0.0675])",,,,,,,,,,,,,,,,
,,"tensor([0.4877, 0.0715, 0.0772, 0.2253, 0.0683, 0.0700])",,,,,,,,,,,,,,,,
,,"tensor([0.4740, 0.0695, 0.0750, 0.2469, 0.0664, 0.0681])",,,,,,,,,,,,,,,,
,,"tensor([0.4857, 0.0712, 0.0769, 0.2284, 0.0681, 0.0698])",,,,,,,,,,,,,,,,
,,"tensor([0.4917, 0.0721, 0.0778, 0.2189, 0.0689, 0.0706])",,,,,,,,,,,,,,,,
,,"tensor([0.4699, 0.0689, 0.0744, 0.2535, 0.0658, 0.0675])",,,,,,,,,,,,,,,,
,,"tensor([0.4698, 0.0689, 0.0743, 0.2536, 0.0658, 0.0675])",,,,,,,,,,,,,,,,
,,"tensor([0.4919, 0.0721, 0.0778, 0.2186, 0.0689, 0.0706])",,,,,,,,,,,,,,,,
,,"tensor([0.4846, 0.0711, 0.0767, 0.2301, 0.0679, 0.0696])",,,,,,,,,,,,,,,,
,,"tensor([0.4849, 0.0711, 0.0767, 0.2297, 0.0679, 0.0696])",,,,,,,,,,,,,,,,
,,"tensor([0.4879, 0.0716, 0.0772, 0.2248, 0.0684, 0.0701])",,,,,,,,,,,,,,,,
,,"tensor([0.4781, 0.0701, 0.0757, 0.2405, 0.0670, 0.0687])",,,,,,,,,,,,,,,,
,,"tensor([0.4795, 0.0703, 0.0759, 0.2382, 0.0672, 0.0689])",,,,,,,,,,,,,,,,
,,"tensor([0.4994, 0.0733, 0.0790, 0.2066, 0.0700, 0.0717])",,,,,,,,,,,,,,,,
,,"tensor([0.4671, 0.0685, 0.0739, 0.2579, 0.0655, 0.0671])",,,,,,,,,,,,,,,,
,,"tensor([0.4928, 0.0723, 0.0780, 0.2172, 0.0690, 0.0708])",,,,,,,,,,,,,,,,
,,"tensor([0.4901, 0.0719, 0.0776, 0.2213, 0.0687, 0.0704])",,,,,,,,,,,,,,,,
,,"tensor([0.4942, 0.0725, 0.0782, 0.2148, 0.0693, 0.0710])",,,,,,,,,,,,,,,,
,,"tensor([0.4716, 0.0692, 0.0746, 0.2508, 0.0661, 0.0677])",,,,,,,,,,,,,,,,
,,"tensor([0.4702, 0.0690, 0.0744, 0.2530, 0.0659, 0.0675])",,,,,,,,,,,,,,,,
,,"tensor([0.4798, 0.0704, 0.0759, 0.2378, 0.0672, 0.0689])",,,,,,,,,,,,,,,,
,,"tensor([0.4834, 0.0709, 0.0765, 0.2321, 0.0677, 0.0694])",,,,,,,,,,,,,,,,
,,"tensor([0.4865, 0.0714, 0.0770, 0.2271, 0.0682, 0.0699])",,,,,,,,,,,,,,,,
,,"tensor([0.4861, 0.0713, 0.0769, 0.2278, 0.0681, 0.0698])",,,,,,,,,,,,,,,,
,,"tensor([0.4759, 0.0698, 0.0753, 0.2440, 0.0667, 0.0683])",,,,,,,,,,,,,,,,
,,"tensor([0.4852, 0.0712, 0.0768, 0.2292, 0.0680, 0.0697])",,,,,,,,,,,,,,,,
,,"tensor([0.4851, 0.0712, 0.0768, 0.2294, 0.0680, 0.0697])",,,,,,,,,,,,,,,,
,,"tensor([0.4952, 0.0726, 0.0784, 0.2133, 0.0694, 0.0711])",,,,,,,,,,,,,,,,
,,"tensor([0.4844, 0.0710, 0.0767, 0.2305, 0.0679, 0.0696])",,,,,,,,,,,,,,,,
,,"tensor([0.4845, 0.0711, 0.0767, 0.2304, 0.0679, 0.0696])",,,,,,,,,,,,,,,,
,,"tensor([0.4876, 0.0715, 0.0772, 0.2254, 0.0683, 0.0700])",,,,,,,,,,,,,,,,
,,"tensor([0.5066, 0.0743, 0.0802, 0.1952, 0.0710, 0.0727])",,,,,,,,,,,,,,,,
,,"tensor([0.4822, 0.0707, 0.0763, 0.2340, 0.0676, 0.0692])",,,,,,,,,,,,,,,,
,,"tensor([0.4774, 0.0700, 0.0756, 0.2415, 0.0669, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4776, 0.0701, 0.0756, 0.2412, 0.0669, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4730, 0.0694, 0.0749, 0.2486, 0.0663, 0.0679])",,,,,,,,,,,,,,,,
,,"tensor([0.4725, 0.0693, 0.0748, 0.2494, 0.0662, 0.0679])",,,,,,,,,,,,,,,,
,,"tensor([0.4927, 0.0723, 0.0780, 0.2173, 0.0690, 0.0708])",,,,,,,,,,,,,,,,
,,"tensor([0.4922, 0.0722, 0.0779, 0.2180, 0.0690, 0.0707])",,,,,,,,,,,,,,,,
,,"tensor([0.4696, 0.0689, 0.0743, 0.2540, 0.0658, 0.0674])",,,,,,,,,,,,,,,,
,,"tensor([0.4779, 0.0701, 0.0756, 0.2407, 0.0670, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4892, 0.0718, 0.0774, 0.2227, 0.0686, 0.0703])",,,,,,,,,,,,,,,,
,,"tensor([0.4775, 0.0700, 0.0756, 0.2414, 0.0669, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4690, 0.0688, 0.0742, 0.2549, 0.0657, 0.0674])",,,,,,,,,,,,,,,,
,,"tensor([0.4787, 0.0702, 0.0758, 0.2394, 0.0671, 0.0688])",,,,,,,,,,,,,,,,
,,"tensor([0.4914, 0.0721, 0.0778, 0.2193, 0.0689, 0.0706])",,,,,,,,,,,,,,,,
,,"tensor([0.4764, 0.0699, 0.0754, 0.2431, 0.0668, 0.0684])",,,,,,,,,,,,,,,,
,,"tensor([0.4816, 0.0706, 0.0762, 0.2349, 0.0675, 0.0692])",,,,,,,,,,,,,,,,
,,"tensor([0.4749, 0.0697, 0.0752, 0.2456, 0.0665, 0.0682])",,,,,,,,,,,,,,,,
,,"tensor([0.4698, 0.0689, 0.0744, 0.2536, 0.0658, 0.0675])",,,,,,,,,,,,,,,,
,,"tensor([0.4746, 0.0696, 0.0751, 0.2460, 0.0665, 0.0682])",,,,,,,,,,,,,,,,
,,"tensor([0.4878, 0.0716, 0.0772, 0.2250, 0.0684, 0.0701])",,,,,,,,,,,,,,,,
,,"tensor([0.5033, 0.0738, 0.0797, 0.2004, 0.0705, 0.0723])",,,,,,,,,,,,,,,,
,,"tensor([0.4786, 0.0702, 0.0757, 0.2397, 0.0671, 0.0687])",,,,,,,,,,,,,,,,
,,"tensor([0.4949, 0.0726, 0.0783, 0.2138, 0.0694, 0.0711])",,,,,,,,,,,,,,,,
,,"tensor([0.4832, 0.0709, 0.0765, 0.2324, 0.0677, 0.0694])",,,,,,,,,,,,,,,,
,,"tensor([0.4864, 0.0713, 0.0770, 0.2273, 0.0682, 0.0699])",,,,,,,,,,,,,,,,
,,"tensor([0.4736, 0.0695, 0.0750, 0.2476, 0.0664, 0.0680])",,,,,,,,,,,,,,,,
,,"tensor([0.4791, 0.0703, 0.0758, 0.2389, 0.0671, 0.0688])",,,,,,,,,,,,,,,,
,,"tensor([0.4841, 0.0710, 0.0766, 0.2310, 0.0678, 0.0695])",,,,,,,,,,,,,,,,
,,"tensor([0.5014, 0.0735, 0.0794, 0.2034, 0.0703, 0.0720])",,,,,,,,,,,,,,,,
,,"tensor([0.4777, 0.0701, 0.0756, 0.2411, 0.0669, 0.0686])",,,,,,,,,,,,,,,,
,,"tensor([0.4685, 0.0687, 0.0741, 0.2557, 0.0657, 0.0673])",,,,,,,,,,,,,,,,
,,"tensor([0.4950, 0.0726, 0.0783, 0.2136, 0.0694, 0.0711])",,,,,,,,,,,,,,,,
,,"tensor([0.4810, 0.0706, 0.0761, 0.2359, 0.0674, 0.0691])",,,,,,,,,,,,,,,,
,,"tensor([0.4839, 0.0710, 0.0766, 0.2312, 0.0678, 0.0695])",,,,,,,,,,,,,,,,
,,"tensor([0.4967, 0.0729, 0.0786, 0.2109, 0.0696, 0.0713])",,,,,,,,,,,,,,,,
,,"tensor([0.4804, 0.0705, 0.0760, 0.2368, 0.0673, 0.0690])",,,,,,,,,,,,,,,,
,,"tensor([0.4890, 0.0717, 0.0774, 0.2231, 0.0685, 0.0702])",,,,,,,,,,,,,,,,
,,"tensor([0.4912, 0.0720, 0.0777, 0.2197, 0.0688, 0.0705])",,,,,,,,,,,,,,,,
,,,"tensor([0.4708, 0.0687, 0.0737, 0.2537, 0.0658, 0.0672])",,,,,,,,,,,,,,,
,,,"tensor([0.4780, 0.0698, 0.0748, 0.2423, 0.0668, 0.0683])",,,,,,,,,,,,,,,
,,,"tensor([0.4669, 0.0682, 0.0731, 0.2600, 0.0653, 0.0667])",,,,,,,,,,,,,,,
,,,"tensor([0.4659, 0.0680, 0.0729, 0.2615, 0.0651, 0.0665])",,,,,,,,,,,,,,,
,,,"tensor([0.4823, 0.0704, 0.0755, 0.2355, 0.0674, 0.0689])",,,,,,,,,,,,,,,
,,,"tensor([0.4834, 0.0706, 0.0756, 0.2338, 0.0676, 0.0690])",,,,,,,,,,,,,,,
,,,"tensor([0.4679, 0.0683, 0.0732, 0.2584, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4658, 0.0680, 0.0729, 0.2616, 0.0651, 0.0665])",,,,,,,,,,,,,,,
,,,"tensor([0.4618, 0.0674, 0.0723, 0.2681, 0.0645, 0.0659])",,,,,,,,,,,,,,,
,,,"tensor([0.4629, 0.0676, 0.0724, 0.2663, 0.0647, 0.0661])",,,,,,,,,,,,,,,
,,,"tensor([0.4660, 0.0680, 0.0729, 0.2614, 0.0651, 0.0665])",,,,,,,,,,,,,,,
,,,"tensor([0.4793, 0.0700, 0.0750, 0.2403, 0.0670, 0.0684])",,,,,,,,,,,,,,,
,,,"tensor([0.4710, 0.0688, 0.0737, 0.2535, 0.0658, 0.0673])",,,,,,,,,,,,,,,
,,,"tensor([0.4810, 0.0702, 0.0753, 0.2376, 0.0672, 0.0687])",,,,,,,,,,,,,,,
,,,"tensor([0.4767, 0.0696, 0.0746, 0.2444, 0.0666, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4751, 0.0694, 0.0743, 0.2469, 0.0664, 0.0678])",,,,,,,,,,,,,,,
,,,"tensor([0.4753, 0.0694, 0.0744, 0.2466, 0.0664, 0.0679])",,,,,,,,,,,,,,,
,,,"tensor([0.4716, 0.0688, 0.0738, 0.2526, 0.0659, 0.0673])",,,,,,,,,,,,,,,
,,,"tensor([0.4746, 0.0693, 0.0743, 0.2478, 0.0663, 0.0678])",,,,,,,,,,,,,,,
,,,"tensor([0.4653, 0.0679, 0.0728, 0.2625, 0.0650, 0.0664])",,,,,,,,,,,,,,,
,,,"tensor([0.4743, 0.0693, 0.0742, 0.2482, 0.0663, 0.0677])",,,,,,,,,,,,,,,
,,,"tensor([0.4763, 0.0695, 0.0745, 0.2450, 0.0666, 0.0680])",,,,,,,,,,,,,,,
,,,"tensor([0.4842, 0.0707, 0.0758, 0.2326, 0.0677, 0.0691])",,,,,,,,,,,,,,,
,,,"tensor([0.4849, 0.0708, 0.0759, 0.2313, 0.0678, 0.0692])",,,,,,,,,,,,,,,
,,,"tensor([0.4630, 0.0676, 0.0724, 0.2662, 0.0647, 0.0661])",,,,,,,,,,,,,,,
,,,"tensor([0.4572, 0.0667, 0.0715, 0.2753, 0.0639, 0.0653])",,,,,,,,,,,,,,,
,,,"tensor([0.4611, 0.0673, 0.0722, 0.2691, 0.0645, 0.0659])",,,,,,,,,,,,,,,
,,,"tensor([0.4747, 0.0693, 0.0743, 0.2476, 0.0664, 0.0678])",,,,,,,,,,,,,,,
,,,"tensor([0.4678, 0.0683, 0.0732, 0.2584, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4651, 0.0679, 0.0728, 0.2628, 0.0650, 0.0664])",,,,,,,,,,,,,,,
,,,"tensor([0.4700, 0.0686, 0.0735, 0.2551, 0.0657, 0.0671])",,,,,,,,,,,,,,,
,,,"tensor([0.4747, 0.0693, 0.0743, 0.2476, 0.0664, 0.0678])",,,,,,,,,,,,,,,
,,,"tensor([0.4716, 0.0689, 0.0738, 0.2524, 0.0659, 0.0674])",,,,,,,,,,,,,,,
,,,"tensor([0.4523, 0.0660, 0.0708, 0.2831, 0.0632, 0.0646])",,,,,,,,,,,,,,,
,,,"tensor([0.4647, 0.0679, 0.0727, 0.2634, 0.0650, 0.0664])",,,,,,,,,,,,,,,
,,,"tensor([0.4652, 0.0679, 0.0728, 0.2627, 0.0650, 0.0664])",,,,,,,,,,,,,,,
,,,"tensor([0.4703, 0.0687, 0.0736, 0.2545, 0.0657, 0.0672])",,,,,,,,,,,,,,,
,,,"tensor([0.4881, 0.0713, 0.0764, 0.2263, 0.0682, 0.0697])",,,,,,,,,,,,,,,
,,,"tensor([0.4852, 0.0708, 0.0759, 0.2309, 0.0678, 0.0693])",,,,,,,,,,,,,,,
,,,"tensor([0.4605, 0.0672, 0.0721, 0.2700, 0.0644, 0.0658])",,,,,,,,,,,,,,,
,,,"tensor([0.4728, 0.0690, 0.0740, 0.2505, 0.0661, 0.0675])",,,,,,,,,,,,,,,
,,,"tensor([0.4709, 0.0688, 0.0737, 0.2536, 0.0658, 0.0672])",,,,,,,,,,,,,,,
,,,"tensor([0.4830, 0.0705, 0.0756, 0.2345, 0.0675, 0.0690])",,,,,,,,,,,,,,,
,,,"tensor([0.4877, 0.0712, 0.0763, 0.2269, 0.0682, 0.0696])",,,,,,,,,,,,,,,
,,,"tensor([0.4691, 0.0685, 0.0734, 0.2565, 0.0656, 0.0670])",,,,,,,,,,,,,,,
,,,"tensor([0.4617, 0.0674, 0.0722, 0.2682, 0.0645, 0.0659])",,,,,,,,,,,,,,,
,,,"tensor([0.4770, 0.0696, 0.0746, 0.2440, 0.0667, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4772, 0.0697, 0.0747, 0.2436, 0.0667, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4690, 0.0685, 0.0734, 0.2567, 0.0656, 0.0670])",,,,,,,,,,,,,,,
,,,"tensor([0.4770, 0.0696, 0.0746, 0.2440, 0.0667, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4766, 0.0696, 0.0746, 0.2446, 0.0666, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4781, 0.0698, 0.0748, 0.2421, 0.0668, 0.0683])",,,,,,,,,,,,,,,
,,,"tensor([0.4678, 0.0683, 0.0732, 0.2586, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4773, 0.0697, 0.0747, 0.2434, 0.0667, 0.0682])",,,,,,,,,,,,,,,
,,,"tensor([0.4677, 0.0683, 0.0732, 0.2586, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4795, 0.0700, 0.0750, 0.2400, 0.0670, 0.0685])",,,,,,,,,,,,,,,
,,,"tensor([0.4742, 0.0692, 0.0742, 0.2484, 0.0663, 0.0677])",,,,,,,,,,,,,,,
,,,"tensor([0.4914, 0.0718, 0.0769, 0.2210, 0.0687, 0.0702])",,,,,,,,,,,,,,,
,,,"tensor([0.4869, 0.0711, 0.0762, 0.2282, 0.0681, 0.0695])",,,,,,,,,,,,,,,
,,,"tensor([0.4811, 0.0702, 0.0753, 0.2374, 0.0673, 0.0687])",,,,,,,,,,,,,,,
,,,"tensor([0.4643, 0.0678, 0.0727, 0.2640, 0.0649, 0.0663])",,,,,,,,,,,,,,,
,,,"tensor([0.4737, 0.0692, 0.0741, 0.2492, 0.0662, 0.0676])",,,,,,,,,,,,,,,
,,,"tensor([0.4755, 0.0694, 0.0744, 0.2464, 0.0665, 0.0679])",,,,,,,,,,,,,,,
,,,"tensor([0.4915, 0.0718, 0.0769, 0.2209, 0.0687, 0.0702])",,,,,,,,,,,,,,,
,,,"tensor([0.4722, 0.0689, 0.0739, 0.2515, 0.0660, 0.0674])",,,,,,,,,,,,,,,
,,,"tensor([0.4624, 0.0675, 0.0723, 0.2671, 0.0646, 0.0660])",,,,,,,,,,,,,,,
,,,"tensor([0.4773, 0.0697, 0.0747, 0.2435, 0.0667, 0.0682])",,,,,,,,,,,,,,,
,,,"tensor([0.4783, 0.0698, 0.0748, 0.2418, 0.0669, 0.0683])",,,,,,,,,,,,,,,
,,,"tensor([0.4674, 0.0682, 0.0731, 0.2592, 0.0653, 0.0667])",,,,,,,,,,,,,,,
,,,"tensor([0.4707, 0.0687, 0.0737, 0.2539, 0.0658, 0.0672])",,,,,,,,,,,,,,,
,,,"tensor([0.4864, 0.0710, 0.0761, 0.2290, 0.0680, 0.0695])",,,,,,,,,,,,,,,
,,,"tensor([0.4859, 0.0709, 0.0760, 0.2298, 0.0679, 0.0694])",,,,,,,,,,,,,,,
,,,"tensor([0.4775, 0.0697, 0.0747, 0.2431, 0.0667, 0.0682])",,,,,,,,,,,,,,,
,,,"tensor([0.4682, 0.0684, 0.0733, 0.2579, 0.0654, 0.0669])",,,,,,,,,,,,,,,
,,,"tensor([0.4770, 0.0696, 0.0746, 0.2439, 0.0667, 0.0681])",,,,,,,,,,,,,,,
,,,"tensor([0.4583, 0.0669, 0.0717, 0.2736, 0.0641, 0.0654])",,,,,,,,,,,,,,,
,,,"tensor([0.4791, 0.0699, 0.0750, 0.2406, 0.0670, 0.0684])",,,,,,,,,,,,,,,
,,,"tensor([0.4911, 0.0717, 0.0768, 0.2216, 0.0686, 0.0701])",,,,,,,,,,,,,,,
,,,"tensor([0.4721, 0.0689, 0.0739, 0.2517, 0.0660, 0.0674])",,,,,,,,,,,,,,,
,,,"tensor([0.4713, 0.0688, 0.0737, 0.2529, 0.0659, 0.0673])",,,,,,,,,,,,,,,
,,,"tensor([0.4678, 0.0683, 0.0732, 0.2585, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4788, 0.0699, 0.0749, 0.2411, 0.0669, 0.0684])",,,,,,,,,,,,,,,
,,,"tensor([0.4912, 0.0717, 0.0769, 0.2214, 0.0687, 0.0701])",,,,,,,,,,,,,,,
,,,"tensor([0.4700, 0.0686, 0.0735, 0.2551, 0.0657, 0.0671])",,,,,,,,,,,,,,,
,,,"tensor([0.4830, 0.0705, 0.0756, 0.2345, 0.0675, 0.0690])",,,,,,,,,,,,,,,
,,,"tensor([0.4764, 0.0695, 0.0745, 0.2449, 0.0666, 0.0680])",,,,,,,,,,,,,,,
,,,"tensor([0.4752, 0.0694, 0.0744, 0.2468, 0.0664, 0.0679])",,,,,,,,,,,,,,,
,,,"tensor([0.4632, 0.0676, 0.0725, 0.2658, 0.0647, 0.0661])",,,,,,,,,,,,,,,
,,,"tensor([0.4697, 0.0686, 0.0735, 0.2556, 0.0656, 0.0671])",,,,,,,,,,,,,,,
,,,"tensor([0.4756, 0.0694, 0.0744, 0.2461, 0.0665, 0.0679])",,,,,,,,,,,,,,,
,,,"tensor([0.4943, 0.0722, 0.0773, 0.2165, 0.0691, 0.0706])",,,,,,,,,,,,,,,
,,,"tensor([0.4676, 0.0683, 0.0732, 0.2589, 0.0654, 0.0668])",,,,,,,,,,,,,,,
,,,"tensor([0.4571, 0.0667, 0.0715, 0.2755, 0.0639, 0.0653])",,,,,,,,,,,,,,,
,,,"tensor([0.4837, 0.0706, 0.0757, 0.2334, 0.0676, 0.0691])",,,,,,,,,,,,,,,
,,,"tensor([0.4716, 0.0689, 0.0738, 0.2525, 0.0659, 0.0673])",,,,,,,,,,,,,,,
,,,"tensor([0.4733, 0.0691, 0.0741, 0.2498, 0.0662, 0.0676])",,,,,,,,,,,,,,,
,,,"tensor([0.4900, 0.0715, 0.0767, 0.2233, 0.0685, 0.0700])",,,,,,,,,,,,,,,
,,,"tensor([0.4721, 0.0689, 0.0739, 0.2516, 0.0660, 0.0674])",,,,,,,,,,,,,,,
,,,"tensor([0.4821, 0.0704, 0.0754, 0.2359, 0.0674, 0.0688])",,,,,,,,,,,,,,,
,,,"tensor([0.4828, 0.0705, 0.0755, 0.2348, 0.0675, 0.0689])",,,,,,,,,,,,,,,
,,,,"tensor([0.4773, 0.0693, 0.0741, 0.2452, 0.0664, 0.0678])",,,,,,,,,,,,,,
,,,,"tensor([0.4753, 0.0690, 0.0738, 0.2482, 0.0661, 0.0675])",,,,,,,,,,,,,,
,,,,"tensor([0.4684, 0.0680, 0.0727, 0.2592, 0.0652, 0.0665])",,,,,,,,,,,,,,
,,,,"tensor([0.4885, 0.0709, 0.0758, 0.2274, 0.0680, 0.0694])",,,,,,,,,,,,,,
,,,,"tensor([0.4851, 0.0705, 0.0753, 0.2327, 0.0675, 0.0689])",,,,,,,,,,,,,,
,,,,"tensor([0.4824, 0.0701, 0.0749, 0.2371, 0.0671, 0.0685])",,,,,,,,,,,,,,
,,,,"tensor([0.4738, 0.0688, 0.0736, 0.2507, 0.0659, 0.0673])",,,,,,,,,,,,,,
,,,,"tensor([0.4687, 0.0681, 0.0728, 0.2586, 0.0652, 0.0666])",,,,,,,,,,,,,,
,,,,"tensor([0.4916, 0.0714, 0.0763, 0.2225, 0.0684, 0.0698])",,,,,,,,,,,,,,
,,,,"tensor([0.4627, 0.0672, 0.0718, 0.2681, 0.0644, 0.0657])",,,,,,,,,,,,,,
,,,,"tensor([0.4683, 0.0680, 0.0727, 0.2593, 0.0651, 0.0665])",,,,,,,,,,,,,,
,,,,"tensor([0.4897, 0.0711, 0.0760, 0.2255, 0.0681, 0.0695])",,,,,,,,,,,,,,
,,,,"tensor([0.4659, 0.0677, 0.0723, 0.2632, 0.0648, 0.0661])",,,,,,,,,,,,,,
,,,,"tensor([0.4922, 0.0715, 0.0764, 0.2215, 0.0685, 0.0699])",,,,,,,,,,,,,,
,,,,"tensor([0.4704, 0.0683, 0.0730, 0.2561, 0.0654, 0.0668])",,,,,,,,,,,,,,
,,,,"tensor([0.4845, 0.0704, 0.0752, 0.2338, 0.0674, 0.0688])",,,,,,,,,,,,,,
,,,,"tensor([0.4855, 0.0705, 0.0754, 0.2321, 0.0675, 0.0689])",,,,,,,,,,,,,,
,,,,"tensor([0.4714, 0.0685, 0.0732, 0.2545, 0.0656, 0.0669])",,,,,,,,,,,,,,
,,,,"tensor([0.4691, 0.0681, 0.0728, 0.2581, 0.0653, 0.0666])",,,,,,,,,,,,,,
,,,,"tensor([0.4776, 0.0694, 0.0742, 0.2446, 0.0664, 0.0678])",,,,,,,,,,,,,,
,,,,"tensor([0.4806, 0.0698, 0.0746, 0.2399, 0.0669, 0.0682])",,,,,,,,,,,,,,
,,,,"tensor([0.4740, 0.0688, 0.0736, 0.2503, 0.0659, 0.0673])",,,,,,,,,,,,,,
,,,,"tensor([0.4796, 0.0697, 0.0745, 0.2414, 0.0667, 0.0681])",,,,,,,,,,,,,,
,,,,"tensor([0.4601, 0.0668, 0.0714, 0.2723, 0.0640, 0.0653])",,,,,,,,,,,,,,
,,,,"tensor([0.4854, 0.0705, 0.0754, 0.2322, 0.0675, 0.0689])",,,,,,,,,,,,,,
,,,,"tensor([0.4757, 0.0691, 0.0739, 0.2477, 0.0662, 0.0675])",,,,,,,,,,,,,,
,,,,"tensor([0.4741, 0.0689, 0.0736, 0.2501, 0.0660, 0.0673])",,,,,,,,,,,,,,
,,,,"tensor([0.4822, 0.0700, 0.0749, 0.2373, 0.0671, 0.0685])",,,,,,,,,,,,,,
,,,,"tensor([0.4877, 0.0708, 0.0757, 0.2287, 0.0678, 0.0692])",,,,,,,,,,,,,,
,,,,"tensor([0.4938, 0.0717, 0.0767, 0.2190, 0.0687, 0.0701])",,,,,,,,,,,,,,
,,,,"tensor([0.4902, 0.0712, 0.0761, 0.2248, 0.0682, 0.0696])",,,,,,,,,,,,,,
,,,,"tensor([0.4731, 0.0687, 0.0734, 0.2518, 0.0658, 0.0672])",,,,,,,,,,,,,,
,,,,"tensor([0.4809, 0.0698, 0.0747, 0.2395, 0.0669, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4778, 0.0694, 0.0742, 0.2444, 0.0665, 0.0678])",,,,,,,,,,,,,,
,,,,"tensor([0.4747, 0.0689, 0.0737, 0.2492, 0.0660, 0.0674])",,,,,,,,,,,,,,
,,,,"tensor([0.4838, 0.0703, 0.0751, 0.2348, 0.0673, 0.0687])",,,,,,,,,,,,,,
,,,,"tensor([0.4866, 0.0707, 0.0755, 0.2304, 0.0677, 0.0691])",,,,,,,,,,,,,,
,,,,"tensor([0.4687, 0.0681, 0.0728, 0.2587, 0.0652, 0.0666])",,,,,,,,,,,,,,
,,,,"tensor([0.4866, 0.0707, 0.0755, 0.2304, 0.0677, 0.0691])",,,,,,,,,,,,,,
,,,,"tensor([0.4834, 0.0702, 0.0751, 0.2354, 0.0673, 0.0686])",,,,,,,,,,,,,,
,,,,"tensor([0.4795, 0.0696, 0.0744, 0.2416, 0.0667, 0.0681])",,,,,,,,,,,,,,
,,,,"tensor([0.4736, 0.0688, 0.0735, 0.2509, 0.0659, 0.0673])",,,,,,,,,,,,,,
,,,,"tensor([0.4876, 0.0708, 0.0757, 0.2289, 0.0678, 0.0692])",,,,,,,,,,,,,,
,,,,"tensor([0.4779, 0.0694, 0.0742, 0.2442, 0.0665, 0.0679])",,,,,,,,,,,,,,
,,,,"tensor([0.4768, 0.0693, 0.0740, 0.2459, 0.0663, 0.0677])",,,,,,,,,,,,,,
,,,,"tensor([0.4796, 0.0697, 0.0745, 0.2415, 0.0667, 0.0681])",,,,,,,,,,,,,,
,,,,"tensor([0.4813, 0.0699, 0.0747, 0.2388, 0.0670, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4910, 0.0713, 0.0762, 0.2234, 0.0683, 0.0697])",,,,,,,,,,,,,,
,,,,"tensor([0.4785, 0.0695, 0.0743, 0.2432, 0.0666, 0.0679])",,,,,,,,,,,,,,
,,,,"tensor([0.4727, 0.0687, 0.0734, 0.2523, 0.0658, 0.0671])",,,,,,,,,,,,,,
,,,,"tensor([0.4678, 0.0679, 0.0726, 0.2602, 0.0651, 0.0664])",,,,,,,,,,,,,,
,,,,"tensor([0.4904, 0.0712, 0.0761, 0.2244, 0.0682, 0.0696])",,,,,,,,,,,,,,
,,,,"tensor([0.4811, 0.0699, 0.0747, 0.2390, 0.0669, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4781, 0.0694, 0.0742, 0.2439, 0.0665, 0.0679])",,,,,,,,,,,,,,
,,,,"tensor([0.4967, 0.0721, 0.0771, 0.2144, 0.0691, 0.0705])",,,,,,,,,,,,,,
,,,,"tensor([0.4590, 0.0667, 0.0713, 0.2740, 0.0639, 0.0652])",,,,,,,,,,,,,,
,,,,"tensor([0.4758, 0.0691, 0.0739, 0.2475, 0.0662, 0.0676])",,,,,,,,,,,,,,
,,,,"tensor([0.4630, 0.0672, 0.0719, 0.2677, 0.0644, 0.0657])",,,,,,,,,,,,,,
,,,,"tensor([0.4908, 0.0713, 0.0762, 0.2238, 0.0683, 0.0697])",,,,,,,,,,,,,,
,,,,"tensor([0.4763, 0.0692, 0.0740, 0.2466, 0.0663, 0.0676])",,,,,,,,,,,,,,
,,,,"tensor([0.4808, 0.0698, 0.0746, 0.2396, 0.0669, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4770, 0.0693, 0.0741, 0.2455, 0.0664, 0.0677])",,,,,,,,,,,,,,
