1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,"tensor([0.4778, 0.0694, 0.0742, 0.2443, 0.0665, 0.0678])",,,,,,,,,,,,,,
,,,,"tensor([0.4817, 0.0700, 0.0748, 0.2382, 0.0670, 0.0684])",,,,,,,,,,,,,,
,,,,"tensor([0.4576, 0.0665, 0.0710, 0.2763, 0.0637, 0.0650])",,,,,,,,,,,,,,
,,,,"tensor([0.4850, 0.0704, 0.0753, 0.2329, 0.0675, 0.0689])",,,,,,,,,,,,,,
,,,,"tensor([0.4783, 0.0695, 0.0743, 0.2435, 0.0665, 0.0679])",,,,,,,,,,,,,,
,,,,"tensor([0.4790, 0.0696, 0.0744, 0.2424, 0.0666, 0.0680])",,,,,,,,,,,,,,
,,,,"tensor([0.4803, 0.0698, 0.0746, 0.2404, 0.0668, 0.0682])",,,,,,,,,,,,,,
,,,,"tensor([0.4753, 0.0690, 0.0738, 0.2483, 0.0661, 0.0675])",,,,,,,,,,,,,,
,,,,"tensor([0.4838, 0.0703, 0.0751, 0.2348, 0.0673, 0.0687])",,,,,,,,,,,,,,
,,,,"tensor([0.5042, 0.0732, 0.0783, 0.2026, 0.0701, 0.0716])",,,,,,,,,,,,,,
,,,,"tensor([0.4782, 0.0694, 0.0742, 0.2438, 0.0665, 0.0679])",,,,,,,,,,,,,,
,,,,"tensor([0.4735, 0.0688, 0.0735, 0.2511, 0.0659, 0.0672])",,,,,,,,,,,,,,
,,,,"tensor([0.4806, 0.0698, 0.0746, 0.2399, 0.0669, 0.0682])",,,,,,,,,,,,,,
,,,,"tensor([0.4777, 0.0694, 0.0742, 0.2445, 0.0665, 0.0678])",,,,,,,,,,,,,,
,,,,"tensor([0.4711, 0.0684, 0.0731, 0.2549, 0.0655, 0.0669])",,,,,,,,,,,,,,
,,,,"tensor([0.4688, 0.0681, 0.0728, 0.2585, 0.0652, 0.0666])",,,,,,,,,,,,,,
,,,,"tensor([0.4766, 0.0692, 0.0740, 0.2462, 0.0663, 0.0677])",,,,,,,,,,,,,,
,,,,"tensor([0.4755, 0.0691, 0.0738, 0.2480, 0.0661, 0.0675])",,,,,,,,,,,,,,
,,,,"tensor([0.4717, 0.0685, 0.0732, 0.2540, 0.0656, 0.0670])",,,,,,,,,,,,,,
,,,,"tensor([0.4845, 0.0704, 0.0752, 0.2337, 0.0674, 0.0688])",,,,,,,,,,,,,,
,,,,"tensor([0.4987, 0.0724, 0.0774, 0.2113, 0.0694, 0.0708])",,,,,,,,,,,,,,
,,,,"tensor([0.4743, 0.0689, 0.0736, 0.2498, 0.0660, 0.0674])",,,,,,,,,,,,,,
,,,,"tensor([0.4901, 0.0712, 0.0761, 0.2249, 0.0682, 0.0696])",,,,,,,,,,,,,,
,,,,"tensor([0.4808, 0.0698, 0.0746, 0.2396, 0.0669, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4817, 0.0700, 0.0748, 0.2381, 0.0670, 0.0684])",,,,,,,,,,,,,,
,,,,"tensor([0.4693, 0.0682, 0.0729, 0.2578, 0.0653, 0.0666])",,,,,,,,,,,,,,
,,,,"tensor([0.4751, 0.0690, 0.0738, 0.2486, 0.0661, 0.0675])",,,,,,,,,,,,,,
,,,,"tensor([0.4809, 0.0699, 0.0747, 0.2393, 0.0669, 0.0683])",,,,,,,,,,,,,,
,,,,"tensor([0.4994, 0.0725, 0.0775, 0.2102, 0.0695, 0.0709])",,,,,,,,,,,,,,
,,,,"tensor([0.4734, 0.0688, 0.0735, 0.2513, 0.0659, 0.0672])",,,,,,,,,,,,,,
,,,,"tensor([0.4633, 0.0673, 0.0719, 0.2672, 0.0645, 0.0658])",,,,,,,,,,,,,,
,,,,"tensor([0.4905, 0.0712, 0.0761, 0.2243, 0.0682, 0.0696])",,,,,,,,,,,,,,
,,,,"tensor([0.4767, 0.0692, 0.0740, 0.2461, 0.0663, 0.0677])",,,,,,,,,,,,,,
,,,,"tensor([0.4790, 0.0696, 0.0744, 0.2425, 0.0666, 0.0680])",,,,,,,,,,,,,,
,,,,"tensor([0.4948, 0.0719, 0.0768, 0.2175, 0.0688, 0.0703])",,,,,,,,,,,,,,
,,,,"tensor([0.4768, 0.0692, 0.0740, 0.2459, 0.0663, 0.0677])",,,,,,,,,,,,,,
,,,,"tensor([0.4867, 0.0707, 0.0756, 0.2302, 0.0677, 0.0691])",,,,,,,,,,,,,,
,,,,"tensor([0.4880, 0.0709, 0.0758, 0.2282, 0.0679, 0.0693])",,,,,,,,,,,,,,
,,,,,"tensor([0.4690, 0.0676, 0.0715, 0.2607, 0.0651, 0.0661])",,,,,,,,,,,,,
,,,,,"tensor([0.4849, 0.0699, 0.0739, 0.2357, 0.0673, 0.0684])",,,,,,,,,,,,,
,,,,,"tensor([0.4693, 0.0676, 0.0716, 0.2602, 0.0651, 0.0662])",,,,,,,,,,,,,
,,,,,"tensor([0.4799, 0.0692, 0.0732, 0.2434, 0.0666, 0.0677])",,,,,,,,,,,,,
,,,,,"tensor([0.4645, 0.0670, 0.0708, 0.2678, 0.0644, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4610, 0.0664, 0.0703, 0.2734, 0.0640, 0.0650])",,,,,,,,,,,,,
,,,,,"tensor([0.4685, 0.0675, 0.0714, 0.2615, 0.0650, 0.0660])",,,,,,,,,,,,,
,,,,,"tensor([0.4649, 0.0670, 0.0709, 0.2672, 0.0645, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4678, 0.0674, 0.0713, 0.2626, 0.0649, 0.0660])",,,,,,,,,,,,,
,,,,,"tensor([0.4582, 0.0660, 0.0699, 0.2778, 0.0636, 0.0646])",,,,,,,,,,,,,
,,,,,"tensor([0.4647, 0.0670, 0.0709, 0.2675, 0.0645, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4685, 0.0675, 0.0714, 0.2614, 0.0650, 0.0661])",,,,,,,,,,,,,
,,,,,"tensor([0.4735, 0.0682, 0.0722, 0.2536, 0.0657, 0.0668])",,,,,,,,,,,,,
,,,,,"tensor([0.4594, 0.0662, 0.0701, 0.2758, 0.0637, 0.0648])",,,,,,,,,,,,,
,,,,,"tensor([0.4750, 0.0685, 0.0724, 0.2512, 0.0659, 0.0670])",,,,,,,,,,,,,
,,,,,"tensor([0.4610, 0.0664, 0.0703, 0.2733, 0.0640, 0.0650])",,,,,,,,,,,,,
,,,,,"tensor([0.4667, 0.0673, 0.0712, 0.2642, 0.0648, 0.0658])",,,,,,,,,,,,,
,,,,,"tensor([0.4638, 0.0668, 0.0707, 0.2689, 0.0643, 0.0654])",,,,,,,,,,,,,
,,,,,"tensor([0.4732, 0.0682, 0.0722, 0.2541, 0.0656, 0.0667])",,,,,,,,,,,,,
,,,,,"tensor([0.4572, 0.0659, 0.0697, 0.2793, 0.0634, 0.0645])",,,,,,,,,,,,,
,,,,,"tensor([0.4767, 0.0687, 0.0727, 0.2486, 0.0661, 0.0672])",,,,,,,,,,,,,
,,,,,"tensor([0.4674, 0.0674, 0.0713, 0.2632, 0.0648, 0.0659])",,,,,,,,,,,,,
,,,,,"tensor([0.4776, 0.0688, 0.0728, 0.2471, 0.0663, 0.0673])",,,,,,,,,,,,,
,,,,,"tensor([0.4648, 0.0670, 0.0709, 0.2673, 0.0645, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4580, 0.0660, 0.0698, 0.2781, 0.0635, 0.0646])",,,,,,,,,,,,,
,,,,,"tensor([0.4755, 0.0685, 0.0725, 0.2504, 0.0660, 0.0670])",,,,,,,,,,,,,
,,,,,"tensor([0.4738, 0.0683, 0.0723, 0.2531, 0.0657, 0.0668])",,,,,,,,,,,,,
,,,,,"tensor([0.4624, 0.0667, 0.0705, 0.2711, 0.0642, 0.0652])",,,,,,,,,,,,,
,,,,,"tensor([0.4741, 0.0683, 0.0723, 0.2527, 0.0658, 0.0668])",,,,,,,,,,,,,
,,,,,"tensor([0.4633, 0.0668, 0.0706, 0.2697, 0.0643, 0.0653])",,,,,,,,,,,,,
,,,,,"tensor([0.4841, 0.0698, 0.0738, 0.2369, 0.0672, 0.0683])",,,,,,,,,,,,,
,,,,,"tensor([0.4823, 0.0695, 0.0736, 0.2397, 0.0669, 0.0680])",,,,,,,,,,,,,
,,,,,"tensor([0.4505, 0.0649, 0.0687, 0.2898, 0.0625, 0.0635])",,,,,,,,,,,,,
,,,,,"tensor([0.4707, 0.0678, 0.0718, 0.2581, 0.0653, 0.0664])",,,,,,,,,,,,,
,,,,,"tensor([0.4552, 0.0656, 0.0694, 0.2824, 0.0632, 0.0642])",,,,,,,,,,,,,
,,,,,"tensor([0.4665, 0.0672, 0.0711, 0.2646, 0.0647, 0.0658])",,,,,,,,,,,,,
,,,,,"tensor([0.4829, 0.0696, 0.0736, 0.2387, 0.0670, 0.0681])",,,,,,,,,,,,,
,,,,,"tensor([0.4696, 0.0677, 0.0716, 0.2597, 0.0652, 0.0662])",,,,,,,,,,,,,
,,,,,"tensor([0.4714, 0.0680, 0.0719, 0.2569, 0.0654, 0.0665])",,,,,,,,,,,,,
,,,,,"tensor([0.4709, 0.0679, 0.0718, 0.2576, 0.0653, 0.0664])",,,,,,,,,,,,,
,,,,,"tensor([0.4606, 0.0664, 0.0702, 0.2739, 0.0639, 0.0649])",,,,,,,,,,,,,
,,,,,"tensor([0.4813, 0.0694, 0.0734, 0.2413, 0.0668, 0.0679])",,,,,,,,,,,,,
,,,,,"tensor([0.4766, 0.0687, 0.0727, 0.2488, 0.0661, 0.0672])",,,,,,,,,,,,,
,,,,,"tensor([0.4798, 0.0692, 0.0732, 0.2437, 0.0666, 0.0676])",,,,,,,,,,,,,
,,,,,"tensor([0.4811, 0.0693, 0.0734, 0.2416, 0.0668, 0.0678])",,,,,,,,,,,,,
,,,,,"tensor([0.4683, 0.0675, 0.0714, 0.2618, 0.0650, 0.0660])",,,,,,,,,,,,,
,,,,,"tensor([0.4763, 0.0687, 0.0726, 0.2491, 0.0661, 0.0672])",,,,,,,,,,,,,
,,,,,"tensor([0.4552, 0.0656, 0.0694, 0.2824, 0.0632, 0.0642])",,,,,,,,,,,,,
,,,,,"tensor([0.4613, 0.0665, 0.0703, 0.2728, 0.0640, 0.0650])",,,,,,,,,,,,,
,,,,,"tensor([0.4788, 0.0690, 0.0730, 0.2452, 0.0664, 0.0675])",,,,,,,,,,,,,
,,,,,"tensor([0.4645, 0.0670, 0.0708, 0.2678, 0.0644, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4702, 0.0678, 0.0717, 0.2588, 0.0652, 0.0663])",,,,,,,,,,,,,
,,,,,"tensor([0.4556, 0.0657, 0.0695, 0.2818, 0.0632, 0.0642])",,,,,,,,,,,,,
,,,,,"tensor([0.4625, 0.0667, 0.0705, 0.2710, 0.0642, 0.0652])",,,,,,,,,,,,,
,,,,,"tensor([0.4614, 0.0665, 0.0704, 0.2727, 0.0640, 0.0651])",,,,,,,,,,,,,
,,,,,"tensor([0.4570, 0.0659, 0.0697, 0.2796, 0.0634, 0.0644])",,,,,,,,,,,,,
,,,,,"tensor([0.4835, 0.0697, 0.0737, 0.2379, 0.0671, 0.0682])",,,,,,,,,,,,,
,,,,,"tensor([0.4813, 0.0694, 0.0734, 0.2413, 0.0668, 0.0679])",,,,,,,,,,,,,
,,,,,"tensor([0.4710, 0.0679, 0.0718, 0.2576, 0.0653, 0.0664])",,,,,,,,,,,,,
,,,,,"tensor([0.4878, 0.0703, 0.0744, 0.2310, 0.0677, 0.0688])",,,,,,,,,,,,,
,,,,,"tensor([0.4594, 0.0662, 0.0701, 0.2758, 0.0637, 0.0648])",,,,,,,,,,,,,
,,,,,"tensor([0.4634, 0.0668, 0.0707, 0.2696, 0.0643, 0.0653])",,,,,,,,,,,,,
,,,,,"tensor([0.4538, 0.0654, 0.0692, 0.2846, 0.0630, 0.0640])",,,,,,,,,,,,,
,,,,,"tensor([0.4661, 0.0672, 0.0711, 0.2653, 0.0647, 0.0657])",,,,,,,,,,,,,
,,,,,"tensor([0.4585, 0.0661, 0.0699, 0.2773, 0.0636, 0.0646])",,,,,,,,,,,,,
,,,,,"tensor([0.4574, 0.0659, 0.0697, 0.2790, 0.0635, 0.0645])",,,,,,,,,,,,,
,,,,,"tensor([0.4654, 0.0671, 0.0710, 0.2664, 0.0646, 0.0656])",,,,,,,,,,,,,
,,,,,"tensor([0.4692, 0.0676, 0.0715, 0.2604, 0.0651, 0.0662])",,,,,,,,,,,,,
,,,,,"tensor([0.4633, 0.0668, 0.0706, 0.2697, 0.0643, 0.0653])",,,,,,,,,,,,,
,,,,,"tensor([0.4697, 0.0677, 0.0716, 0.2595, 0.0652, 0.0662])",,,,,,,,,,,,,
,,,,,"tensor([0.4636, 0.0668, 0.0707, 0.2691, 0.0643, 0.0654])",,,,,,,,,,,,,
,,,,,"tensor([0.4708, 0.0679, 0.0718, 0.2578, 0.0653, 0.0664])",,,,,,,,,,,,,
,,,,,"tensor([0.4746, 0.0684, 0.0724, 0.2518, 0.0658, 0.0669])",,,,,,,,,,,,,
,,,,,"tensor([0.4487, 0.0647, 0.0684, 0.2927, 0.0623, 0.0633])",,,,,,,,,,,,,
,,,,,"tensor([0.4674, 0.0674, 0.0713, 0.2632, 0.0649, 0.0659])",,,,,,,,,,,,,
,,,,,"tensor([0.4675, 0.0674, 0.0713, 0.2630, 0.0649, 0.0659])",,,,,,,,,,,,,
,,,,,"tensor([0.4903, 0.0707, 0.0748, 0.2271, 0.0680, 0.0691])",,,,,,,,,,,,,
,,,,,"tensor([0.4722, 0.0681, 0.0720, 0.2556, 0.0655, 0.0666])",,,,,,,,,,,,,
,,,,,"tensor([0.4549, 0.0656, 0.0694, 0.2830, 0.0631, 0.0641])",,,,,,,,,,,,,
,,,,,"tensor([0.4684, 0.0675, 0.0714, 0.2615, 0.0650, 0.0661])",,,,,,,,,,,,,
,,,,,"tensor([0.4642, 0.0669, 0.0708, 0.2682, 0.0644, 0.0655])",,,,,,,,,,,,,
,,,,,"tensor([0.4732, 0.0682, 0.0722, 0.2540, 0.0657, 0.0667])",,,,,,,,,,,,,
,,,,,"tensor([0.4833, 0.0697, 0.0737, 0.2381, 0.0671, 0.0682])",,,,,,,,,,,,,
,,,,,"tensor([0.4653, 0.0671, 0.0710, 0.2665, 0.0646, 0.0656])",,,,,,,,,,,,,
,,,,,"tensor([0.4753, 0.0685, 0.0725, 0.2508, 0.0659, 0.0670])",,,,,,,,,,,,,
,,,,,"tensor([0.4726, 0.0681, 0.0721, 0.2550, 0.0656, 0.0666])",,,,,,,,,,,,,
,,,,,"tensor([0.4680, 0.0675, 0.0714, 0.2622, 0.0649, 0.0660])",,,,,,,,,,,,,
,,,,,"tensor([0.4566, 0.0658, 0.0696, 0.2801, 0.0634, 0.0644])",,,,,,,,,,,,,
,,,,,"tensor([0.4641, 0.0669, 0.0708, 0.2685, 0.0644, 0.0654])",,,,,,,,,,,,,
,,,,,"tensor([0.4707, 0.0678, 0.0718, 0.2580, 0.0653, 0.0664])",,,,,,,,,,,,,
,,,,,"tensor([0.4902, 0.0707, 0.0747, 0.2273, 0.0680, 0.0691])",,,,,,,,,,,,,
,,,,,"tensor([0.4613, 0.0665, 0.0704, 0.2727, 0.0640, 0.0651])",,,,,,,,,,,,,
,,,,,"tensor([0.4499, 0.0649, 0.0686, 0.2908, 0.0624, 0.0634])",,,,,,,,,,,,,
,,,,,"tensor([0.4764, 0.0687, 0.0726, 0.2490, 0.0661, 0.0672])",,,,,,,,,,,,,
,,,,,"tensor([0.4662, 0.0672, 0.0711, 0.2650, 0.0647, 0.0657])",,,,,,,,,,,,,
,,,,,"tensor([0.4670, 0.0673, 0.0712, 0.2638, 0.0648, 0.0658])",,,,,,,,,,,,,
,,,,,"tensor([0.4862, 0.0701, 0.0741, 0.2336, 0.0675, 0.0686])",,,,,,,,,,,,,
,,,,,"tensor([0.4674, 0.0674, 0.0713, 0.2631, 0.0649, 0.0659])",,,,,,,,,,,,,
,,,,,"tensor([0.4781, 0.0689, 0.0729, 0.2464, 0.0663, 0.0674])",,,,,,,,,,,,,
,,,,,"tensor([0.4777, 0.0689, 0.0728, 0.2470, 0.0663, 0.0674])",,,,,,,,,,,,,
,,,,,,"tensor([0.4715, 0.0685, 0.0714, 0.2551, 0.0664, 0.0671])",,,,,,,,,,,,
,,,,,,"tensor([0.4613, 0.0670, 0.0699, 0.2712, 0.0649, 0.0657])",,,,,,,,,,,,
,,,,,,"tensor([0.4752, 0.0690, 0.0720, 0.2493, 0.0669, 0.0676])",,,,,,,,,,,,
,,,,,,"tensor([0.4672, 0.0679, 0.0707, 0.2620, 0.0658, 0.0665])",,,,,,,,,,,,
,,,,,,"tensor([0.4595, 0.0668, 0.0696, 0.2742, 0.0647, 0.0654])",,,,,,,,,,,,
,,,,,,"tensor([0.4828, 0.0701, 0.0731, 0.2372, 0.0680, 0.0687])",,,,,,,,,,,,
,,,,,,"tensor([0.4696, 0.0682, 0.0711, 0.2581, 0.0661, 0.0668])",,,,,,,,,,,,
,,,,,,"tensor([0.4807, 0.0698, 0.0728, 0.2406, 0.0677, 0.0684])",,,,,,,,,,,,
,,,,,,"tensor([0.4548, 0.0661, 0.0689, 0.2815, 0.0640, 0.0647])",,,,,,,,,,,,
,,,,,,"tensor([0.4710, 0.0684, 0.0713, 0.2560, 0.0663, 0.0670])",,,,,,,,,,,,
,,,,,,"tensor([0.4652, 0.0676, 0.0704, 0.2650, 0.0655, 0.0662])",,,,,,,,,,,,
,,,,,,"tensor([0.4790, 0.0696, 0.0725, 0.2432, 0.0674, 0.0682])",,,,,,,,,,,,
,,,,,,"tensor([0.4762, 0.0692, 0.0721, 0.2477, 0.0670, 0.0678])",,,,,,,,,,,,
,,,,,,"tensor([0.4616, 0.0671, 0.0699, 0.2707, 0.0650, 0.0657])",,,,,,,,,,,,
,,,,,,"tensor([0.4671, 0.0679, 0.0707, 0.2621, 0.0658, 0.0665])",,,,,,,,,,,,
,,,,,,"tensor([0.4684, 0.0680, 0.0709, 0.2601, 0.0659, 0.0667])",,,,,,,,,,,,
,,,,,,"tensor([0.4799, 0.0697, 0.0727, 0.2418, 0.0676, 0.0683])",,,,,,,,,,,,
,,,,,,"tensor([0.4771, 0.0693, 0.0722, 0.2463, 0.0672, 0.0679])",,,,,,,,,,,,
,,,,,,"tensor([0.4748, 0.0690, 0.0719, 0.2500, 0.0668, 0.0676])",,,,,,,,,,,,
,,,,,,"tensor([0.4716, 0.0685, 0.0714, 0.2549, 0.0664, 0.0671])",,,,,,,,,,,,
,,,,,,"tensor([0.4684, 0.0681, 0.0709, 0.2600, 0.0659, 0.0667])",,,,,,,,,,,,
,,,,,,"tensor([0.4643, 0.0675, 0.0703, 0.2664, 0.0654, 0.0661])",,,,,,,,,,,,
,,,,,,"tensor([0.4643, 0.0675, 0.0703, 0.2665, 0.0654, 0.0661])",,,,,,,,,,,,
,,,,,,"tensor([0.4616, 0.0671, 0.0699, 0.2707, 0.0650, 0.0657])",,,,,,,,,,,,
,,,,,,"tensor([0.4894, 0.0711, 0.0741, 0.2269, 0.0689, 0.0696])",,,,,,,,,,,,
,,,,,,"tensor([0.4804, 0.0698, 0.0727, 0.2411, 0.0676, 0.0684])",,,,,,,,,,,,
,,,,,,"tensor([0.4762, 0.0692, 0.0721, 0.2477, 0.0670, 0.0678])",,,,,,,,,,,,
,,,,,,"tensor([0.4708, 0.0684, 0.0713, 0.2563, 0.0663, 0.0670])",,,,,,,,,,,,
,,,,,,"tensor([0.4813, 0.0699, 0.0729, 0.2397, 0.0677, 0.0685])",,,,,,,,,,,,
,,,,,,"tensor([0.4789, 0.0696, 0.0725, 0.2435, 0.0674, 0.0682])",,,,,,,,,,,,
,,,,,,"tensor([0.4889, 0.0710, 0.0740, 0.2276, 0.0688, 0.0696])",,,,,,,,,,,,
,,,,,,"tensor([0.4796, 0.0697, 0.0726, 0.2423, 0.0675, 0.0683])",,,,,,,,,,,,
,,,,,,"tensor([0.4742, 0.0689, 0.0718, 0.2508, 0.0668, 0.0675])",,,,,,,,,,,,
,,,,,,"tensor([0.4850, 0.0705, 0.0734, 0.2338, 0.0683, 0.0690])",,,,,,,,,,,,
,,,,,,"tensor([0.4724, 0.0686, 0.0715, 0.2538, 0.0665, 0.0672])",,,,,,,,,,,,
,,,,,,"tensor([0.4742, 0.0689, 0.0718, 0.2508, 0.0668, 0.0675])",,,,,,,,,,,,
,,,,,,"tensor([0.4711, 0.0684, 0.0713, 0.2558, 0.0663, 0.0670])",,,,,,,,,,,,
,,,,,,"tensor([0.4745, 0.0689, 0.0718, 0.2504, 0.0668, 0.0675])",,,,,,,,,,,,
,,,,,,"tensor([0.4731, 0.0687, 0.0716, 0.2526, 0.0666, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4627, 0.0672, 0.0701, 0.2691, 0.0651, 0.0658])",,,,,,,,,,,,
,,,,,,"tensor([0.4655, 0.0676, 0.0705, 0.2646, 0.0655, 0.0662])",,,,,,,,,,,,
,,,,,,"tensor([0.4630, 0.0673, 0.0701, 0.2685, 0.0652, 0.0659])",,,,,,,,,,,,
,,,,,,"tensor([0.4792, 0.0696, 0.0726, 0.2430, 0.0675, 0.0682])",,,,,,,,,,,,
,,,,,,"tensor([0.4663, 0.0677, 0.0706, 0.2634, 0.0656, 0.0664])",,,,,,,,,,,,
,,,,,,"tensor([0.4747, 0.0690, 0.0719, 0.2501, 0.0668, 0.0676])",,,,,,,,,,,,
,,,,,,"tensor([0.4910, 0.0713, 0.0744, 0.2243, 0.0691, 0.0699])",,,,,,,,,,,,
,,,,,,"tensor([0.4494, 0.0653, 0.0680, 0.2900, 0.0633, 0.0640])",,,,,,,,,,,,
,,,,,,"tensor([0.4774, 0.0694, 0.0723, 0.2457, 0.0672, 0.0679])",,,,,,,,,,,,
,,,,,,"tensor([0.4727, 0.0687, 0.0716, 0.2532, 0.0665, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4646, 0.0675, 0.0704, 0.2660, 0.0654, 0.0661])",,,,,,,,,,,,
,,,,,,"tensor([0.4704, 0.0683, 0.0712, 0.2569, 0.0662, 0.0669])",,,,,,,,,,,,
,,,,,,"tensor([0.4591, 0.0667, 0.0695, 0.2748, 0.0646, 0.0653])",,,,,,,,,,,,
,,,,,,"tensor([0.4681, 0.0680, 0.0709, 0.2604, 0.0659, 0.0666])",,,,,,,,,,,,
,,,,,,"tensor([0.4859, 0.0706, 0.0736, 0.2324, 0.0684, 0.0691])",,,,,,,,,,,,
,,,,,,"tensor([0.4674, 0.0679, 0.0708, 0.2616, 0.0658, 0.0665])",,,,,,,,,,,,
,,,,,,"tensor([0.4844, 0.0704, 0.0734, 0.2347, 0.0682, 0.0689])",,,,,,,,,,,,
,,,,,,"tensor([0.4767, 0.0693, 0.0722, 0.2469, 0.0671, 0.0678])",,,,,,,,,,,,
,,,,,,"tensor([0.4816, 0.0700, 0.0729, 0.2392, 0.0678, 0.0685])",,,,,,,,,,,,
,,,,,,"tensor([0.4798, 0.0697, 0.0726, 0.2421, 0.0675, 0.0683])",,,,,,,,,,,,
,,,,,,"tensor([0.4696, 0.0682, 0.0711, 0.2582, 0.0661, 0.0668])",,,,,,,,,,,,
,,,,,,"tensor([0.4737, 0.0688, 0.0717, 0.2517, 0.0667, 0.0674])",,,,,,,,,,,,
,,,,,,"tensor([0.4653, 0.0676, 0.0705, 0.2650, 0.0655, 0.0662])",,,,,,,,,,,,
,,,,,,"tensor([0.4739, 0.0689, 0.0718, 0.2513, 0.0667, 0.0674])",,,,,,,,,,,,
,,,,,,"tensor([0.4526, 0.0658, 0.0685, 0.2849, 0.0637, 0.0644])",,,,,,,,,,,,
,,,,,,"tensor([0.4509, 0.0655, 0.0683, 0.2876, 0.0635, 0.0642])",,,,,,,,,,,,
,,,,,,"tensor([0.4839, 0.0703, 0.0733, 0.2356, 0.0681, 0.0689])",,,,,,,,,,,,
,,,,,,"tensor([0.4729, 0.0687, 0.0716, 0.2529, 0.0666, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4701, 0.0683, 0.0712, 0.2573, 0.0662, 0.0669])",,,,,,,,,,,,
,,,,,,"tensor([0.4534, 0.0659, 0.0687, 0.2837, 0.0638, 0.0645])",,,,,,,,,,,,
,,,,,,"tensor([0.4732, 0.0687, 0.0716, 0.2525, 0.0666, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4776, 0.0694, 0.0723, 0.2455, 0.0672, 0.0680])",,,,,,,,,,,,
,,,,,,"tensor([0.4742, 0.0689, 0.0718, 0.2509, 0.0667, 0.0675])",,,,,,,,,,,,
,,,,,,"tensor([0.4729, 0.0687, 0.0716, 0.2529, 0.0666, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4796, 0.0697, 0.0726, 0.2423, 0.0675, 0.0683])",,,,,,,,,,,,
,,,,,,"tensor([0.4763, 0.0692, 0.0721, 0.2476, 0.0670, 0.0678])",,,,,,,,,,,,
,,,,,,"tensor([0.4611, 0.0670, 0.0698, 0.2716, 0.0649, 0.0656])",,,,,,,,,,,,
,,,,,,"tensor([0.4650, 0.0676, 0.0704, 0.2654, 0.0655, 0.0662])",,,,,,,,,,,,
,,,,,,"tensor([0.4680, 0.0680, 0.0709, 0.2606, 0.0659, 0.0666])",,,,,,,,,,,,
,,,,,,"tensor([0.4721, 0.0686, 0.0715, 0.2542, 0.0665, 0.0672])",,,,,,,,,,,,
,,,,,,"tensor([0.4630, 0.0673, 0.0701, 0.2686, 0.0652, 0.0659])",,,,,,,,,,,,
,,,,,,"tensor([0.4665, 0.0678, 0.0706, 0.2630, 0.0657, 0.0664])",,,,,,,,,,,,
,,,,,,"tensor([0.4767, 0.0693, 0.0722, 0.2468, 0.0671, 0.0678])",,,,,,,,,,,,
,,,,,,"tensor([0.4883, 0.0709, 0.0739, 0.2286, 0.0687, 0.0695])",,,,,,,,,,,,
,,,,,,"tensor([0.4685, 0.0681, 0.0709, 0.2599, 0.0659, 0.0667])",,,,,,,,,,,,
,,,,,,"tensor([0.4802, 0.0698, 0.0727, 0.2414, 0.0676, 0.0683])",,,,,,,,,,,,
,,,,,,"tensor([0.4750, 0.0690, 0.0719, 0.2496, 0.0669, 0.0676])",,,,,,,,,,,,
,,,,,,"tensor([0.4727, 0.0687, 0.0716, 0.2533, 0.0665, 0.0673])",,,,,,,,,,,,
,,,,,,"tensor([0.4608, 0.0669, 0.0698, 0.2720, 0.0649, 0.0656])",,,,,,,,,,,,
,,,,,,"tensor([0.4676, 0.0679, 0.0708, 0.2613, 0.0658, 0.0665])",,,,,,,,,,,,
,,,,,,"tensor([0.4737, 0.0688, 0.0717, 0.2517, 0.0667, 0.0674])",,,,,,,,,,,,
,,,,,,"tensor([0.4927, 0.0716, 0.0746, 0.2217, 0.0694, 0.0701])",,,,,,,,,,,,
,,,,,,"tensor([0.4653, 0.0676, 0.0705, 0.2649, 0.0655, 0.0662])",,,,,,,,,,,,
,,,,,,"tensor([0.4544, 0.0660, 0.0688, 0.2821, 0.0640, 0.0647])",,,,,,,,,,,,
,,,,,,"tensor([0.4811, 0.0699, 0.0728, 0.2400, 0.0677, 0.0685])",,,,,,,,,,,,
,,,,,,"tensor([0.4698, 0.0682, 0.0711, 0.2579, 0.0661, 0.0669])",,,,,,,,,,,,
,,,,,,"tensor([0.4711, 0.0684, 0.0713, 0.2558, 0.0663, 0.0670])",,,,,,,,,,,,
,,,,,,"tensor([0.4885, 0.0710, 0.0740, 0.2282, 0.0688, 0.0695])",,,,,,,,,,,,
,,,,,,"tensor([0.4705, 0.0684, 0.0712, 0.2568, 0.0662, 0.0670])",,,,,,,,,,,,
