,node_id,score,call_rate
0,0,4.2820396,0.0
1,1,4.2820396,0.0
2,2,4.2820396,0.0
3,3,4.2820396,0.0
4,4,4.2820396,0.0
5,5,4.2820396,0.0
6,6,4.2820396,0.0
7,7,4.2820396,0.0
8,8,4.2820396,0.0
9,9,4.2820396,0.0
10,10,5.7118397,1.0
11,11,5.727802,1.0
12,12,5.7149673,1.0
13,13,5.708646,1.0
14,14,5.730073,1.0
15,15,5.7111287,1.0
16,16,5.715544,1.0
17,17,5.7129965,1.0
18,18,5.724463,1.0
19,19,5.7228084,1.0
